gene1	gene_type	gene2	gene_type	combined_score
Ehf	Up	Cldn4	Up	219
Ugt3a2	Down	Tat	Down	218
Serpina1c	Down	Akr1c6	Down	218
Serpina1a	Down	Egf	Up	218
Serpina1a	Down	Akr1c6	Down	218
Pth	Down	Apoc3	Down	218
Klk1b1	Up	Cd36	Down	218
Hp	Down	Cyp1a2	Down	218
Hnf4a	Down	Hamp	Down	218
Fxyd3	Up	Ehf	Up	218
F2	Down	Apoa4	Down	218
Cyp2c50	Down	Cpn2	Down	218
Tg	Down	Itih1	Down	217
Serpina3k	Down	Serpina1d	Down	217
Serpina1d	Down	Gys2	Down	217
Serpina1a	Down	Hamp	Down	217
Saa4	Down	Hrg	Down	217
Pkp1	Up	Myh4	Down	217
Pkp1	Up	Myh2	Down	217
Pkp1	Up	Myh1	Down	217
Otc	Down	Nat8f2	Down	217
Nat8f2	Down	Akr1c6	Down	217
Itih1	Down	Alb	Down	217
Gys2	Down	Cpn2	Down	217
Fgl1	Down	Cpb2	Down	217
F2	Down	BC048546	Up	217
Cyp2d26	Down	Apoa4	Down	217
Uroc1	Down	Itih1	Down	216
Ugt3a2	Down	Akr1c6	Down	216
Tat	Down	Fgb	Down	216
Slc10a1	Down	Azgp1	Down	216
Serpina1b	Down	Cyp2e1	Down	216
Orm1	Down	Cyp2e1	Down	216
Mug1	Down	Cyp1a2	Down	216
Krt7	Up	Egf	Up	216
Klk1b24	Up	Klk1	Up	216
Hp	Down	Car3	Down	216
Ehf	Up	Crisp3	Up	216
Cyp4a10	Down	Cd36	Down	216
Cyp2d26	Down	Apob	Down	216
Crisp3	Up	Cldn8	Up	216
Uroc1	Down	Ambp	Down	215
Ucp1	Down	Apoa1	Down	215
Tnn	Up	Elf5	Up	215
Tnn	Up	Ehf	Up	215
Smr3a	Up	Pip	Up	215
Myom2	Down	Myh2	Down	215
Myh4	Down	Car3	Down	215
Klk1b3	Up	Cd36	Down	215
Hrg	Down	Cyp2d10	Down	215
H2-Q10	Down	Fgg	Down	215
Uroc1	Down	Akr1c6	Down	214
Tat	Down	Apoa2	Down	214
Serpina1d	Down	Mup5	Up	214
Serpina1c	Down	Cyp2d26	Down	214
Saa4	Down	Rdh7	Down	214
Plg	Down	Klk1b21	Up	214
Klk1b4	Up	Klk1	Up	214
Elovl3	Down	Alas2	Up	214
Cyp2d10	Down	Alas2	Up	214
Cyp2b9	Down	Cpn2	Down	214
Tnnc2	Down	Cox8b	Down	213
Serpina1b	Down	Cpn2	Down	213
Pck1	Down	Cyp2b9	Down	213
Orc1	Down	Ankrd61	Up	213
Kng1	Down	Cyp2c37	Down	213
Klk1b4	Up	Cd36	Down	213
Klk1b27	Up	Cd36	Down	213
Klk1b26	Up	Cd36	Down	213
Klk1b24	Up	Cd36	Down	213
Klk1b22	Up	Cd36	Down	213
Klk1b21	Up	Cd36	Down	213
Klk1b16	Up	Cd36	Down	213
Klk1b11	Up	Cd36	Down	213
Itih1	Down	Apoa2	Down	213
Cyp3a25	Down	Cpb2	Down	213
Cyp2c50	Down	Ces1d	Down	213
Cyp2c29	Down	Ces1c	Down	213
Serpina1a	Down	Cyp2d10	Down	212
Pth	Down	Hp	Down	212
Myl1	Down	Art1	Down	212
Myh1	Down	Lmod2	Down	212
Mat1a	Down	Cyp1a2	Down	212
Hamp	Down	Azgp1	Down	212
Cyp2b9	Down	Alas2	Up	212
Crisp1	Up	Cldn7	Up	212
Azgp1	Down	Apcs	Down	212
Uroc1	Down	Apof	Down	211
Serpinc1	Down	Pck1	Down	211
Serpina1d	Down	Fgl1	Down	211
Rdh7	Down	Apcs	Down	211
Plg	Down	Klk1b27	Up	211
Plg	Down	Klk1b24	Up	211
Klk1b5	Up	Klk1b26	Up	211
Hrg	Down	Cyp3a11	Down	211
Serpina1c	Down	Fgl1	Down	210
Serpina1c	Down	Cyp2d10	Down	210
Serpina1a	Down	Rdh7	Down	210
Serpina1a	Down	Hnf4a	Down	210
Saa4	Down	Gys2	Down	210
Pck1	Down	Kng1	Down	210
Pck1	Down	H2-Q10	Down	210
Klk1b26	Up	Cyp2a12	Down	210
Fgb	Down	Cyp2c37	Down	210
Fabp1	Down	Cyp2j5	Down	210
Cyp3a25	Down	Acpp	Up	210
Cyp3a11	Down	Acpp	Up	210
Car3	Down	Apoa4	Down	210
Uroc1	Down	Gc	Down	209
Tg	Down	Apoa2	Down	209
Otc	Down	Cyp2e1	Down	209
Orm1	Down	Apoa4	Down	209
Myh1	Down	Cd36	Down	209
Klk1b8	Up	Egf	Up	209
Cyp2c50	Down	Ces1c	Down	209
Crisp3	Up	Bpifa2	Up	209
Ckm	Down	Actg2	Up	209
Ces1d	Down	Apoa4	Down	209
Uroc1	Down	Cyp2c29	Down	208
Tg	Down	Epcam	Up	208
Tat	Down	Cfi	Down	208
Slc10a1	Down	Cyp2j5	Down	208
Scgb2b26	Up	Klk1b16	Up	208
Saa4	Down	Mug1	Down	208
Plin1	Down	Apob	Down	208
Plg	Down	Elovl3	Down	208
Ngf	Up	Klk1b1	Up	208
Ngf	Up	Klk1	Up	208
Mup5	Up	Bpifa2	Up	208
Klk1b5	Up	Hp	Down	208
Hpd	Down	Egf	Up	208
Cyp2e1	Down	Ces3a	Down	208
Cyp1a2	Down	Ces1c	Down	208
Tpo	Down	Apob	Down	207
Pck1	Down	Car3	Down	207
Ngf	Up	Cfi	Down	207
Mat1a	Down	Cpn2	Down	207
Krt7	Up	Fabp4	Down	207
Klk1b8	Up	Klk1b1	Up	207
Hpd	Down	Dio1	Down	207
Cyp3a11	Down	Azgp1	Down	207
Apcs	Down	Akr1c6	Down	207
Serpina1c	Down	Hnf4a	Down	206
Saa4	Down	Cyp2d26	Down	206
Pla2g4d	Up	Mybpc2	Down	206
Orc1	Down	Elf5	Up	206
Ngf	Up	Klk1b22	Up	206
Mat1a	Down	Gm6710	Down	206
Klk1b8	Up	Bpifa2	Up	206
Hrg	Down	H2-Q10	Down	206
Hamp	Down	Apoa2	Down	206
H2-Q10	Down	Apof	Down	206
H2-Q10	Down	Apoa5	Down	206
Cyp2e1	Down	Apoa2	Down	206
Cyp2b9	Down	Cd36	Down	206
Cyp2a12	Down	Cpb2	Down	206
Uroc1	Down	F2	Down	205
Tat	Down	Ces1c	Down	205
Serpina1d	Down	Hamp	Down	205
Ngf	Up	Klk1b27	Up	205
Ngf	Up	Klk1b24	Up	205
Ngf	Up	Klk1b21	Up	205
Ngf	Up	Klk1b11	Up	205
Mup5	Up	Klk1b16	Up	205
Hamp	Down	Gc	Down	205
Cyp4a10	Down	Alas2	Up	205
Cyp3a11	Down	Cpb2	Down	205
Cyp2b9	Down	Ces1d	Down	205
Tg	Down	Hpd	Down	204
Slc10a1	Down	Saa4	Down	204
Serpina1d	Down	Hnf4a	Down	204
Serpina1b	Down	Hnf4a	Down	204
Serpina1a	Down	Cpb2	Down	204
Muc19	Up	Bpifa2	Up	204
Kng2	Down	Apcs	Down	204
Klk1b9	Up	Hnf4a	Down	204
Hamp	Down	Fabp1	Down	204
Fgl1	Down	Apoc3	Down	204
Egf	Up	Cyp1a2	Down	204
Cpn2	Down	Apoa1	Down	204
Ucp1	Down	H2-Q10	Down	203
Slc10a1	Down	Mug1	Down	203
Serpinc1	Down	Pth	Down	203
Serpina3k	Down	Cyp2d26	Down	203
Pzp	Down	Fabp1	Down	203
Plg	Down	Pck1	Down	203
Klk1	Up	Hnf4a	Down	203
Hrg	Down	Hamp	Down	203
Cyp2c29	Down	Alas2	Up	203
Azgp1	Down	Apob	Down	203
Scgb1b27	Up	Klk1b22	Up	202
Mat1a	Down	Gys2	Down	202
Lrrc26	Up	Actg2	Up	202
Kng1	Down	Cyp2e1	Down	202
Hamp	Down	Fgg	Down	202
Fabp1	Down	Azgp1	Down	202
Egf	Up	Atp6v0d2	Up	202
Cps1	Down	Apcs	Down	202
Cpn2	Down	Actg2	Up	202
Tnnt3	Down	Art1	Down	201
Serpina3k	Down	Cpb2	Down	201
Saa4	Down	Otc	Down	201
Mylpf	Down	Lmod2	Down	201
Itih1	Down	Cyp2c37	Down	201
H2-Q10	Down	Apoa1	Down	201
Cpn2	Down	Apoa5	Down	201
Ugt3a2	Down	Ces1d	Down	200
Slc36a2	Down	Ckm	Down	200
Scgb2b26	Up	Klk1b3	Up	200
Pip	Up	Dcpp1	Up	200
Klk1b9	Up	Hp	Down	200
Klk1b5	Up	Hnf4a	Down	200
Klk1	Up	Dcpp3	Up	200
Hrg	Down	Apoa4	Down	200
Hpd	Down	Cpb2	Down	200
H2-Q10	Down	Cyp3a11	Down	200
Fbp1	Down	Apoa4	Down	200
Cyp2a12	Down	Ces1d	Down	200
Serpina1a	Down	Hrg	Down	199
Saa4	Down	Fgb	Down	199
Saa4	Down	Cyp2a12	Down	199
Pzp	Down	Lrrc26	Up	199
Pck1	Down	F2	Down	199
Orm1	Down	Cpn2	Down	199
Mug1	Down	Lrrc26	Up	199
Hpx	Down	Cyp2e1	Down	199
Hnf4a	Down	Cyp2c37	Down	199
Cyp2e1	Down	Ces1c	Down	199
Slc10a1	Down	Cyp2c54	Down	198
Serpinc1	Down	Cd36	Down	198
Plg	Down	Cyp4a10	Down	198
Mug1	Down	Apcs	Down	198
Gc	Down	Cyp2e1	Down	198
Cpn2	Down	Ankrd61	Up	198
Tnni2	Down	Car3	Down	197
Serpina1d	Down	Cyp2c37	Down	197
Serpina1c	Down	Cyp2c29	Down	197
Serpina1c	Down	Cpb2	Down	197
Serpina1b	Down	Itih1	Down	197
Scnn1b	Up	Bhlha15	Up	197
Scgb2b26	Up	Bpifa2	Up	197
Myh4	Down	Cox8b	Down	197
Klk1b8	Up	Hnf4a	Down	197
Klk1b27	Up	Cyp2a12	Down	197
Hp	Down	Fabp1	Down	197
Fgb	Down	Cyp2c29	Down	197
Epcam	Up	Cldn8	Up	197
Cyp3a11	Down	Ces1d	Down	197
Apoa4	Down	Alb	Down	197
Serpina1c	Down	Pck1	Down	196
Serpina1a	Down	Cyp2e1	Down	196
Plg	Down	Klk1b26	Up	196
Orm1	Down	Mug1	Down	196
Orm1	Down	Cyp4a10	Down	196
Nat8f2	Down	Mug1	Down	196
Hrg	Down	Apob	Down	196
Elovl3	Down	Cyp2b9	Down	196
Ucp1	Down	Adig	Down	195
Tpo	Down	F2	Down	195
Slc10a1	Down	Nat8f2	Down	195
Slc10a1	Down	Kng2	Down	195
Pzp	Down	Myl1	Down	195
Prol1	Up	Pip	Up	195
Myh4	Down	Alb	Down	195
Klk1b3	Up	Klk1b27	Up	195
Itih1	Down	Fgl1	Down	195
Cyp2e1	Down	Alas2	Up	195
Uroc1	Down	Apoa1	Down	194
Ucp1	Down	Hnf4a	Down	194
Serpina1b	Down	Mat1a	Down	194
Serpina1b	Down	Cpb2	Down	194
Serpina1a	Down	Cyp3a25	Down	194
Scgb2b26	Up	Klk1b24	Up	194
Saa4	Down	F2	Down	194
Saa4	Down	Cyp2d10	Down	194
Myl1	Down	Ampd1	Down	194
Myh1	Down	Art1	Down	194
Klk1b16	Up	Bpifa2	Up	194
Itih1	Down	Hnf4a	Down	194
Itih1	Down	Hamp	Down	194
Hamp	Down	Cyp1a2	Down	194
Gys2	Down	Cyp2e1	Down	194
Cyp2c50	Down	Apoc3	Down	194
Tat	Down	Serpina1d	Down	193
Serpina1b	Down	Kng2	Down	193
Pck1	Down	Fgb	Down	193
Myl1	Down	F2	Down	193
Lrrc26	Up	Klk1b8	Up	193
Lrrc26	Up	Klk1b21	Up	193
Lrrc26	Up	Klk1b1	Up	193
Kng2	Down	Cyp2c37	Down	193
Hp	Down	Apoa5	Down	193
Cyp2b9	Down	Cps1	Down	193
Serpina1c	Down	Apof	Down	192
Serpina1a	Down	Kng2	Down	192
Serpina1a	Down	Apoa4	Down	192
Rdh7	Down	Cyp2c54	Down	192
Pkp1	Up	Lrrc26	Up	192
Pkp1	Up	F2	Down	192
Pkp1	Up	Cpn2	Down	192
Myh2	Down	Cox8b	Down	192
Kng1	Down	Gys2	Down	192
Cyp2a12	Down	Ces3a	Down	192
Slc10a1	Down	Itih1	Down	191
Plin1	Down	Ambp	Down	191
Plg	Down	Klk1b16	Up	191
Orc1	Down	Gm6710	Down	191
Kng1	Down	Hamp	Down	191
Cyp2e1	Down	Ahsg	Down	191
Cyp2c37	Down	Apoa2	Down	191
Cyp2c29	Down	Ahsg	Down	191
Cyp2b9	Down	Apoc3	Down	191
Cst10	Up	Bpifa2	Up	191
Cps1	Down	Ces3a	Down	191
Apoa4	Down	Ambp	Down	191
Uroc1	Down	Cfi	Down	190
Uroc1	Down	Azgp1	Down	190
Slc10a1	Down	Fgb	Down	190
Serpinc1	Down	Cyp2e1	Down	190
Serpina3k	Down	Cyp3a11	Down	190
Serpina3k	Down	Cyp2e1	Down	190
Serpina1b	Down	Cps1	Down	190
Serpina1b	Down	Apob	Down	190
Plin1	Down	Gys2	Down	190
Pck1	Down	Gc	Down	190
Ngf	Up	Klk1b26	Up	190
Ngf	Up	Klk1b16	Up	190
Ngf	Up	Hp	Down	190
Nat8f2	Down	Cyp2d10	Down	190
Myl1	Down	Hpd	Down	190
Mug1	Down	Hamp	Down	190
Lmod2	Down	Cox8b	Down	190
Gys2	Down	Apoc3	Down	190
Fgl1	Down	Apof	Down	190
Cd36	Down	Car3	Down	190
Tat	Down	Fbp1	Down	189
Serpina1d	Down	Cpb2	Down	189
Serpina1c	Down	Hrg	Down	189
Serpina1b	Down	Cyp2d26	Down	189
Pzp	Down	Cyp3a11	Down	189
Pzp	Down	Cyp2d26	Down	189
Prol1	Up	Bpifa2	Up	189
Orm1	Down	Azgp1	Down	189
Mylpf	Down	Car3	Down	189
Myh2	Down	Lmod2	Down	189
Krt7	Up	F2	Down	189
Klk1b5	Up	Klk1b3	Up	189
Hpx	Down	Cyp1a2	Down	189
Uroc1	Down	Apoa2	Down	188
Tg	Down	Cps1	Down	188
Slc6a4	Up	Egf	Up	188
Serpina3k	Down	Pzp	Down	188
Serpina3k	Down	Cyp3a25	Down	188
Serpina1b	Down	Rdh7	Down	188
Myl1	Down	Lmod2	Down	188
Fxyd3	Up	Epcam	Up	188
Fbp1	Down	Apoa1	Down	188
Ces1c	Down	Apcs	Down	188
Tnni2	Down	Cnn1	Up	187
Serpina1d	Down	Cyp2c29	Down	187
Serpina1c	Down	Ngf	Up	187
Serpina1c	Down	Cyp2e1	Down	187
Pzp	Down	Hpd	Down	187
Klk1b27	Up	Hp	Down	187
Icam4	Down	Epcam	Up	187
Hpx	Down	Egf	Up	187
Hpd	Down	Gys2	Down	187
Cyp2d10	Down	Cpb2	Down	187
Cyp2b9	Down	Apoa4	Down	187
Xirp2	Down	Lmod2	Down	186
Tg	Down	Gc	Down	186
Tat	Down	Cyp2c50	Down	186
Smr3a	Up	Klk1b21	Up	186
Serpina1d	Down	Cpn2	Down	186
Serpina1c	Down	Kng2	Down	186
Serpina1b	Down	Cyp2d10	Down	186
Serpina1a	Down	Ces1c	Down	186
Rdh7	Down	Nat8f2	Down	186
Otc	Down	Alas2	Up	186
Mybpc2	Down	Lrrc26	Up	186
Mybpc2	Down	Art1	Down	186
Mug1	Down	Apob	Down	186
Muc19	Up	Alb	Down	186
Kng2	Down	Apob	Down	186
Klk1b1	Up	Dcpp3	Up	186
Klk1	Up	Dcpp2	Up	186
Hp	Down	Fabp4	Down	186
Hamp	Down	Cyp3a25	Down	186
Cyp2c37	Down	Ambp	Down	186
Car3	Down	Apoa1	Down	186
Uroc1	Down	Cyp3a25	Down	185
Tg	Down	Krt7	Up	185
Tat	Down	Apob	Down	185
Slc10a1	Down	Ahsg	Down	185
Serpina1a	Down	Mug1	Down	185
Saa4	Down	Cyp1a2	Down	185
Nat8f2	Down	Hpd	Down	185
Myl1	Down	Car3	Down	185
Lrrc26	Up	Cyp2c54	Down	185
Kng1	Down	Cyp1a2	Down	185
Klk1b8	Up	Cst10	Up	185
Klk1	Up	Alb	Down	185
Itih1	Down	Cyp2c29	Down	185
Cyp2a12	Down	Apob	Down	185
Cpb2	Down	Ces1c	Down	185
Slc6a4	Up	Ehf	Up	184
Slc10a1	Down	Serpina1c	Down	184
Serpina1a	Down	Mat1a	Down	184
Hrg	Down	Cyp2c50	Down	184
Gc	Down	Cpn2	Down	184
Cyp3a11	Down	Cpn2	Down	184
Cyp2e1	Down	Cpb2	Down	184
Cd36	Down	Aqp7	Down	184
Xirp2	Down	Myom2	Down	183
Tat	Down	Saa4	Down	183
Smr3a	Up	Dcpp1	Up	183
Serpina1c	Down	Itih1	Down	183
Serpina1a	Down	Cyp1a2	Down	183
Nat8f2	Down	Cyp3a25	Down	183
Hnf4a	Down	Fgb	Down	183
Hnf4a	Down	Cyp2j5	Down	183
Hbq1a	Down	H2-Q10	Down	183
Fbp1	Down	Akr1c6	Down	183
Duox2	Up	Actg2	Up	183
Dcpp3	Up	Dcpp1	Up	183
Serpina1b	Down	Apoa4	Down	182
Saa4	Down	Gc	Down	182
Rdh7	Down	Fbp1	Down	182
Rdh7	Down	Ces3a	Down	182
Mat1a	Down	Alas2	Up	182
Klk1b3	Up	Egf	Up	182
Gm6710	Down	Ankrd61	Up	182
Fgb	Down	Ces3a	Down	182
Cyp3a11	Down	Cd36	Down	182
Cyp2c37	Down	Cfi	Down	182
Xirp2	Down	Myh1	Down	181
Uroc1	Down	Kng2	Down	181
Tnn	Up	Hpx	Down	181
Slc10a1	Down	Cfi	Down	181
Serpina1a	Down	Itih1	Down	181
Rdh7	Down	Hp	Down	181
Myom2	Down	Ampd1	Down	181
Myh4	Down	Lrrc26	Up	181
Myh4	Down	Cpn2	Down	181
Myh2	Down	Lrrc26	Up	181
Myh2	Down	Cpn2	Down	181
Myh1	Down	Lrrc26	Up	181
Myh1	Down	Cpn2	Down	181
Kng2	Down	Cyp2j5	Down	181
Klk1b5	Up	Klk1b24	Up	181
Fxyd3	Up	Cldn7	Up	181
Fgb	Down	Cpn2	Down	181
Cyp2j5	Down	Cpb2	Down	181
Cyp2d26	Down	Alas2	Up	181
Cyp2c29	Down	Car3	Down	181
Cox8b	Down	Art1	Down	181
Aqp7	Down	Alb	Down	181
Smr3a	Up	Klk1b5	Up	180
Serpina3k	Down	Itih1	Down	180
Pip	Up	Klk1b22	Up	180
Klk1b24	Up	Bpifa2	Up	180
Itih1	Down	Fbp1	Down	180
Hp	Down	Cyp2e1	Down	180
Gys2	Down	Fabp1	Down	180
Cyp3a25	Down	Alas2	Up	180
Cyp3a11	Down	Car3	Down	180
Cyp2c54	Down	Cpn2	Down	180
Cyp2c37	Down	Ces1d	Down	180
Tat	Down	Gys2	Down	179
Slc10a1	Down	Cpb2	Down	179
Serpina3k	Down	Mat1a	Down	179
Serpina1d	Down	Serpina1b	Down	179
Serpina1c	Down	Azgp1	Down	179
Serpina1b	Down	Apof	Down	179
Mup5	Up	BC048546	Up	179
Krt7	Up	Cd36	Down	179
Hpd	Down	Cyp2b9	Down	179
Gc	Down	Car3	Down	179
Fgl1	Down	Apob	Down	179
Fgg	Down	Cyp2c37	Down	179
Fabp4	Down	Apob	Down	179
Serpinc1	Down	Fbp1	Down	178
Serpina1c	Down	Mat1a	Down	178
Serpina1c	Down	Ces1c	Down	178
Myh4	Down	Lmod2	Down	178
Klk1b24	Up	Klk1b21	Up	178
Fabp4	Down	Cnn1	Up	178
Cyp4f18	Down	Alas2	Up	178
Cyp2j5	Down	Apob	Down	178
Cyp2j5	Down	Alas2	Up	178
Cyp2c54	Down	Alas2	Up	178
Cyp2c50	Down	Alas2	Up	178
Cyp2c37	Down	Alas2	Up	178
Cyp2a12	Down	Alas2	Up	178
Uroc1	Down	Slc10a1	Down	177
Uroc1	Down	Cyp2j5	Down	177
Ucp1	Down	Ces1d	Down	177
Serpinc1	Down	Gys2	Down	177
Scgb2b27	Up	Atp6v0d2	Up	177
Plg	Down	Myl1	Down	177
Plg	Down	Cyp2c50	Down	177
Orm1	Down	Cpb2	Down	177
Lmod2	Down	Art1	Down	177
Hnf4a	Down	Cyp2c50	Down	177
Cyp3a25	Down	Car3	Down	177
Cyp2c37	Down	Apoa4	Down	177
Cyp2a12	Down	Car3	Down	177
Tnnc2	Down	Ankrd61	Up	176
Scgb2b26	Up	Pip	Up	176
Klk1b1	Up	Cst10	Up	176
Hnf4a	Down	Cyp2a12	Down	176
Cyp2c37	Down	Ahsg	Down	176
Cpn2	Down	Apcs	Down	176
Ugt3a2	Down	Mup5	Up	175
Tat	Down	Kng2	Down	175
Rdh7	Down	Hnf4a	Down	175
Pip	Up	Klk1b5	Up	175
Klk1b1	Up	Dcpp2	Up	175
Kcnn4	Up	F2	Down	175
Hnf4a	Down	Cyp2c54	Down	175
Hnf4a	Down	Akr1c6	Down	175
Fbp1	Down	Apob	Down	175
F2	Down	Ces1d	Down	175
Cyp4f18	Down	Akr1c6	Down	175
Bglap3	Up	Alb	Down	175
Uroc1	Down	Ces1c	Down	174
Slc10a1	Down	Cyp2c50	Down	174
Serpina3k	Down	Cyp2c50	Down	174
Serpina1b	Down	Hrg	Down	174
Pzp	Down	Cyp1a2	Down	174
Plin1	Down	Fabp1	Down	174
Mylpf	Down	Ankrd61	Up	174
Myl1	Down	Ankrd61	Up	174
Mucl2	Up	Dcpp1	Up	174
Klk1b22	Up	Hp	Down	174
Hpd	Down	Cyp2c54	Down	174
Hamp	Down	Cyp2a12	Down	174
Fgg	Down	Ces1d	Down	174
F2	Down	Cyp2c50	Down	174
Cox8b	Down	Car3	Down	174
Car3	Down	Alas2	Up	174
Tat	Down	Azgp1	Down	173
Slc10a1	Down	Serpina1a	Down	173
Slc10a1	Down	Hpx	Down	173
Serpina1d	Down	Cyp2d10	Down	173
Nat8f2	Down	Cpn2	Down	173
Myh1	Down	Cox8b	Down	173
Mup5	Up	Hpx	Down	173
Kng1	Down	H2-Q10	Down	173
Icam4	Down	Egf	Up	173
Icam4	Down	Cd36	Down	173
Hrg	Down	Fgl1	Down	173
Hpx	Down	H2-Q10	Down	173
Gys2	Down	Apof	Down	173
Gc	Down	Cyp2c37	Down	173
Dio1	Down	Cyp2d26	Down	173
Cyp4f18	Down	Cps1	Down	173
Cyp2e1	Down	Apoa5	Down	173
Crisp3	Up	Actg2	Up	173
Tat	Down	Alas2	Up	172
Serpina1c	Down	Mug1	Down	172
Serpina1c	Down	Cyp2c50	Down	172
Serpina1a	Down	Ces3a	Down	172
Scgb2b27	Up	Klk1b5	Up	172
Saa4	Down	Mat1a	Down	172
Rdh7	Down	Cyp2b9	Down	172
Rdh7	Down	Apoa4	Down	172
Pck1	Down	Mat1a	Down	172
Mup5	Up	Apoa5	Down	172
Krt7	Up	Cnn1	Up	172
Kcnn4	Up	Egf	Up	172
Hpx	Down	Cyp2c50	Down	172
Hp	Down	Alas2	Up	172
Cyp2d10	Down	Azgp1	Down	172
Ucp1	Down	Apoc3	Down	171
Tg	Down	Cd36	Down	171
Smr3a	Up	Klk1b9	Up	171
Slc6a4	Up	Hpd	Down	171
Slc10a1	Down	Ces1c	Down	171
Slc10a1	Down	Apoa4	Down	171
Scgb2b26	Up	Mup5	Up	171
Plg	Down	Nat8f2	Down	171
Plg	Down	Epcam	Up	171
Pip	Up	Crisp1	Up	171
Orm1	Down	Crisp3	Up	171
Mup5	Up	Klk1b4	Up	171
Mup5	Up	Klk1b3	Up	171
Mup5	Up	Klk1b24	Up	171
Mup5	Up	Car3	Down	171
Lrrc26	Up	Kcnn4	Up	171
Krt7	Up	Dcpp3	Up	171
Gm6710	Down	Fbp1	Down	171
Epcam	Up	Acpp	Up	171
Cyp2e1	Down	Ambp	Down	171
Cd36	Down	Alas2	Up	171
Uroc1	Down	Ahsg	Down	170
Lrrc26	Up	Gm6710	Down	170
Klk1b3	Up	Klk1b16	Up	170
Hnf4a	Down	Gys2	Down	170
H2-Q10	Down	Cfi	Down	170
Gm6710	Down	Cpn2	Down	170
Fgg	Down	Fbp1	Down	170
Cnn1	Up	Alb	Down	170
Slc10a1	Down	Gys2	Down	169
Slc10a1	Down	Fgg	Down	169
Serpinc1	Down	Nat8f2	Down	169
Serpina1c	Down	Cyp3a25	Down	169
Rdh7	Down	Gys2	Down	169
Otc	Down	H2-Q10	Down	169
Krt7	Up	Klk1b5	Up	169
Kng2	Down	Apoa2	Down	169
Hpx	Down	Alas2	Up	169
H2-Q10	Down	Cyp4f18	Down	169
Fxyd3	Up	Elf5	Up	169
Fgb	Down	Ces1d	Down	169
Fabp1	Down	Bhmt	Down	169
Cd36	Down	Apcs	Down	169
Uroc1	Down	Cyp2c37	Down	168
Ugt3a2	Down	Rdh7	Down	168
Serpina1c	Down	Cd36	Down	168
Serpina1a	Down	Apcs	Down	168
Plg	Down	Fbp1	Down	168
Mat1a	Down	Apoa4	Down	168
Krt7	Up	Klk1b9	Up	168
Klk1	Up	Cldn7	Up	168
H2-Q10	Down	Ahsg	Down	168
Fgg	Down	Cpn2	Down	168
Fabp1	Down	Cpb2	Down	168
Cyp4a10	Down	Apob	Down	168
Cyp2b9	Down	Apoa5	Down	168
Cyp2a12	Down	Apcs	Down	168
Ankrd61	Up	Actg2	Up	168
Serpinc1	Down	Ces1d	Down	167
Serpina3k	Down	Otc	Down	167
Serpina1c	Down	Apoa5	Down	167
Pkp1	Up	Esrp1	Up	167
Nat8f2	Down	Cps1	Down	167
Klk1b11	Up	Acpp	Up	167
Gys2	Down	Azgp1	Down	167
Cyp4a10	Down	Akr1c6	Down	167
Cyp2c50	Down	Alb	Down	167
Cyp2c29	Down	Apob	Down	167
Cyp1a2	Down	Apoa4	Down	167
Ucp1	Down	Gys2	Down	166
Ucp1	Down	Ckm	Down	166
Tat	Down	Pzp	Down	166
Slc6a4	Up	Cyp2d10	Down	166
Slc10a1	Down	Apcs	Down	166
Serpina3k	Down	Azgp1	Down	166
Serpina1b	Down	Ces1c	Down	166
Serpina1a	Down	Azgp1	Down	166
Plin1	Down	Adig	Down	166
Orm1	Down	Cfi	Down	166
Myh4	Down	Ankrd61	Up	166
Myh2	Down	Ankrd61	Up	166
Myh1	Down	Ankrd61	Up	166
Mup5	Up	Cyp2c37	Down	166
Mup5	Up	Apoa1	Down	166
Klk1b4	Up	Hp	Down	166
Hnf4a	Down	Fgg	Down	166
Epcam	Up	Ambp	Down	166
Elovl3	Down	Cyp1a2	Down	166
Cyp1a2	Down	Cfi	Down	166
Uroc1	Down	Alb	Down	165
Ugt3a2	Down	Fbp1	Down	165
Tnnc2	Down	Lmod2	Down	165
Tnn	Up	Pla2g4d	Up	165
Scgb1b27	Up	Klk1b3	Up	165
Nat8f2	Down	Hrg	Down	165
Nat8f2	Down	Cpb2	Down	165
Lrrc26	Up	Klk1b9	Up	165
Lrrc26	Up	Klk1b24	Up	165
Kng2	Down	Gys2	Down	165
Gys2	Down	Ambp	Down	165
Fgg	Down	Cyp2c50	Down	165
Cyp2c54	Down	Apoc3	Down	165
Cyp1a2	Down	Azgp1	Down	165
Uroc1	Down	Cyp1a2	Down	164
Tnnc2	Down	Gm6710	Down	164
Smr3a	Up	Cst10	Up	164
Slc10a1	Down	Serpina1b	Down	164
Slc10a1	Down	Pzp	Down	164
Serpina1b	Down	Azgp1	Down	164
Scgb2b27	Up	Klk1b22	Up	164
Mylpf	Down	Gm6710	Down	164
Myl1	Down	Gm6710	Down	164
Myh4	Down	Ctsw	Down	164
Myh2	Down	Ctsw	Down	164
Myh1	Down	Ctsw	Down	164
Hpx	Down	Gys2	Down	164
Hp	Down	Cfi	Down	164
Gys2	Down	Apoa1	Down	164
Fbp1	Down	Cps1	Down	164
Dio1	Down	Cyp2d10	Down	164
Cyp1a2	Down	Apoa2	Down	164
Cst10	Up	4930558K02Rik	Up	164
Slc36a2	Down	Adig	Down	163
Slc10a1	Down	Serpina1d	Down	163
Serpinc1	Down	Cyp2c50	Down	163
