UNIPROT ID,Protein Name,Docking Rank,Docking Affinity,Gene Rank,Gene P-Value Significance,Fold Change
Q91VL8,,5017,31.5,0.633034183,0.971690402,0.997776868
Q91VL8,,5017,31.5,0.633034183,0.633034183,1.039607512
Q91VL8,,6700,27.05,0.633034183,0.971690402,0.997776868
Q91VL8,,6700,27.05,0.633034183,0.633034183,1.039607512
P40764,,2730,35.68,0.22176782,0.96177871,1.012670727
P40764,,2730,35.68,0.22176782,0.22176782,1.220992455
Q9JKL5,,2467,36.17,0.27598133,0.27598133,1.167651597
O70146,,5363,30.8,0.505360998,0.505360998,1.052846994
Q8VCT9,,1950,37.28,0.994078256,0.994078256,1.001242843
Q3URK3,,1498,38.4,0.982273535,0.982273535,0.996205531
Q3URK3,,4924,31.71,0.982273535,0.982273535,0.996205531
Q3URK3,,5596,30.35,0.982273535,0.982273535,0.996205531
Q3URK3,,6222,28.74,0.982273535,0.982273535,0.996205531
Q4JK59,,1300,38.95,0.726867077,0.726867077,1.030761058
Q4JK59,,1990,37.21,0.726867077,0.726867077,1.030761058
Q4JK59,,2409,36.27,0.726867077,0.726867077,1.030761058
Q4JK59,,4049,33.32,0.726867077,0.726867077,1.030761058
Q4JK59,,4878,31.8,0.726867077,0.726867077,1.030761058
Q8BG87,,4808,31.94,0.067241485,0.067241485,1.159931025
Q9CR81,,5029,31.48,0.996228049,0.996228049,0
Q6ZPJ0,,1024,39.9,0.395420347,0.395420347,1.065601225
Q6ZPJ0,,1042,39.84,0.395420347,0.395420347,1.065601225
Q6ZPJ0,,5164,31.24,0.395420347,0.395420347,1.065601225
Q61313,AP-2,5405,30.71,0.476236102,0.476236102,1.246084853
Q61312,AP-2,5003,31.54,0.764496859,0.764496859,1.404663466
Q9JIZ5,bHLH,4792,31.97,0.982221225,0.982221225,0.994083945
Q3TL26,,3757,33.8,0.756574716,0.756574716,0.970302589
Q9ERA0,CP2,2274,36.57,0.45103343,0.45103343,1.071112746
Q3UNW5,CP2,2235,36.64,0.45103343,0.45103343,1.071112746
Q3UNW5,CP2,2235,36.64,0.45103343,4.81E-05,1.578423948
Q3UNW5,CP2,4952,31.65,0.45103343,0.45103343,1.071112746
Q3UNW5,CP2,4952,31.65,0.45103343,4.81E-05,1.578423948
Q3UNW5,CP2,2235,36.64,4.81E-05,0.45103343,1.071112746
Q3UNW5,CP2,2235,36.64,4.81E-05,4.81E-05,1.578423948
Q3UNW5,CP2,4952,31.65,4.81E-05,0.45103343,1.071112746
Q3UNW5,CP2,4952,31.65,4.81E-05,4.81E-05,1.578423948
Q64092,bHLH,1914,37.35,0.447146042,0.447146042,1.065712396
Q64092,bHLH,6756,26.74,0.447146042,0.447146042,1.065712396
Q9Z1A1,,4387,32.7,0.984929101,0.984929101,1.003345752
P62500,,1378,38.72,0.273975431,0.273975431,0.87007222
P62500,,1378,38.72,0.273975431,0.63068609,1.033903202
P62500,,2630,35.86,0.273975431,0.273975431,0.87007222
P62500,,2630,35.86,0.273975431,0.63068609,1.033903202
P62500,,2958,35.26,0.273975431,0.273975431,0.87007222
P62500,,2958,35.26,0.273975431,0.63068609,1.033903202
P62500,,3250,34.75,0.273975431,0.273975431,0.87007222
P62500,,3250,34.75,0.273975431,0.63068609,1.033903202
P62500,,3330,34.57,0.273975431,0.273975431,0.87007222
P62500,,3330,34.57,0.273975431,0.63068609,1.033903202
P62500,,5784,29.89,0.273975431,0.273975431,0.87007222
P62500,,5784,29.89,0.273975431,0.63068609,1.033903202
Q62219,,1409,38.64,0.273975431,0.273975431,0.87007222
Q62219,,1409,38.64,0.273975431,0.633750123,1.093496156
Q62219,,3446,34.36,0.273975431,0.273975431,0.87007222
Q62219,,3446,34.36,0.273975431,0.633750123,1.093496156
Q62219,,3927,33.53,0.273975431,0.273975431,0.87007222
Q62219,,3927,33.53,0.273975431,0.633750123,1.093496156
Q62219,,1409,38.64,0.633750123,0.273975431,0.87007222
Q62219,,1409,38.64,0.633750123,0.633750123,1.093496156
Q62219,,3446,34.36,0.633750123,0.273975431,0.87007222
Q62219,,3446,34.36,0.633750123,0.633750123,1.093496156
Q62219,,3927,33.53,0.633750123,0.273975431,0.87007222
Q62219,,3927,33.53,0.633750123,0.633750123,1.093496156
Q62312,,2373,36.36,0.2694072,0.2694072,0.909190564
O88393,,3794,33.74,0.726848054,0.726848054,1.032225091
O88393,,6820,26.44,0.726848054,0.726848054,1.032225091
D3YZZ2,,307,44.53,0.726848054,0.726848054,1.032225091
D3YZZ2,,307,44.53,0.726848054,0.356485291,1.175779545
D3YZZ2,,307,44.53,0.356485291,0.726848054,1.032225091
D3YZZ2,,307,44.53,0.356485291,0.356485291,1.175779545
P70284,Homeobox,6079,29.12,0.900806839,0.900806839,0.976478505
Q8C0Y1,Homeobox,6499,27.92,0.887064379,0.887064379,1.047892666
Q8K5B9,Homeobox,7367,19.03,0.887064379,0.887064379,1.047892666
Q8K5B9,Homeobox,7367,19.03,0.887064379,,
Q8K5B9,,7367,19.03,,0.887064379,1.047892666
Q8K5B9,,7367,19.03,,,
Q9JLF6,,2653,35.81,0.799612001,0.799612001,0.941600167
Q08189,,624,42.09,0.146954985,0.146954985,0.819346893
Q9D7I9,,521,42.77,0.814786044,0.814786044,1.419485382
Q62313,,3432,34.38,0.793976382,0.793976382,0.981022926
Q923W1,,7043,25,0.991044872,0.490759278,1.055926998
Q923W1,,7043,25,0.991044872,0.991044872,1.000855285
Q922L6,,3835,33.66,0.462492182,0.331827086,0.921287055
Q922L6,,3835,33.66,0.462492182,0.462492182,1.323711056
Q9JJD0,THAP,2147,36.84,0.894366683,0.894366683,0.987410684
Q6P3Z3,THAP,5994,29.33,0.476319814,0.476319814,0.93152631
P15306,,4582,32.34,0.349929152,0.349929152,0.79731197
P35441,,544,42.63,0.546610283,0.546610283,1.345645801
P35441,,1280,39.03,0.546610283,0.546610283,1.345645801
Q9Z1T2,,1958,37.26,0.014317232,0.014317232,1.645091878
Q9Z1T2,,2399,36.3,0.014317232,0.014317232,1.645091878
Q8R3N6,,707,41.55,0.22973421,0.22973421,0.905735088
Q8R3N6,,1524,38.3,0.22973421,0.22973421,0.905735088
B1AZI6,,6001,29.32,0.729649404,0.729649404,1.029373132
Q8BKT7,,2230,36.66,0.776450746,0.776450746,0.976169437
Q8BKT7,,5115,31.33,0.776450746,0.776450746,0.976169437
Q8BKT7,,5560,30.42,0.776450746,0.776450746,0.976169437
Q7TMY4,,6833,26.34,0.780588737,0.891741948,0.98855006
Q7TMY4,,6833,26.34,0.780588737,0.780588737,1.025224983
Q569Z6,,5016,31.5,0.95925012,0.95925012,1.003581613
Q62264,,3191,34.84,0.832797007,0.832797007,0.955103455
Q3UTY6,,229,45.21,0.262498981,0.262498981,1.357002701
Q3UTY6,,3332,34.57,0.262498981,0.262498981,1.357002701
Q3UTY6,,5247,31.06,0.262498981,0.262498981,1.357002701
Q9CZB3,,3350,34.54,0.687020878,0.687020878,1.060941077
P97770,,4586,32.33,0.967477333,0.967477333,1.001069399
P97770,,5062,31.43,0.967477333,0.967477333,1.001069399
Q60610,,6492,27.95,0.476907538,0.476907538,1.067403762
Q6ZPF3,,728,41.43,0.473856168,0.473856168,1.060778368
Q6ZPF3,,1294,38.97,0.473856168,0.473856168,1.060778368
Q6ZPF3,,1326,38.88,0.473856168,0.473856168,1.060778368
Q6ZPF3,,3355,34.53,0.473856168,0.473856168,1.060778368
Q6ZPF3,,3403,34.44,0.473856168,0.473856168,1.060778368
Q6ZPF3,,4298,32.86,0.473856168,0.473856168,1.060778368
Q80UF7,,2261,36.6,0.356280283,0.356280283,1.11501448
Q80UF7,,3076,35.06,0.356280283,0.356280283,1.11501448
Q80UF7,,6300,28.51,0.356280283,0.356280283,1.11501448
Q8BJQ4,,1460,38.51,0.878784898,0.878784898,1.08192181
Q793I8,,3585,34.1,0.893817719,0.886802373,0.7718373
Q793I8,,3585,34.1,0.893817719,0.755337194,0.90908662
Q793I8,,3585,34.1,0.893817719,0.893817719,1.016790349
Q499M4,,7175,23.71,0.784064311,0.784064311,1.042596291
Q499M4,,7330,20.64,0.784064311,0.784064311,1.042596291
Q8R183,,6154,28.91,0.311355748,0.311355748,0
Q9R1X4,,1131,39.52,0.305305619,0.305305619,0.88896328
Q9R1X4,,1496,38.4,0.305305619,0.305305619,0.88896328
Q9R1X4,,6801,26.5,0.305305619,0.305305619,0.88896328
Q91WA1,,1414,38.62,0.219290501,0.219290501,0.887882156
Q91WA1,,2036,37.09,0.219290501,0.219290501,0.887882156
Q91WA1,,6221,28.74,0.219290501,0.219290501,0.887882156
Q99JY1,,5274,31.01,0.280461227,0.859327761,0.981975317
Q99JY1,,5274,31.01,0.280461227,0.280461227,0.805684632
Q9DCD5,,4620,32.28,0.168289989,0.168289989,0.887553885
Q9DCD5,,5905,29.59,0.168289989,0.168289989,0.887553885
P39447,,718,41.48,0.633180345,0.633180345,0.967217389
P39447,,1136,39.51,0.633180345,0.633180345,0.967217389
Q9Z0U1,,7148,23.94,0.620133172,0.620133172,0.961732171
Q9QXY1,,4354,32.76,0.737773813,0.737773813,1.087938723
Q9QXY1,,5740,29.98,0.737773813,0.737773813,1.087938723
Q9QXY1,,6564,27.56,0.737773813,0.737773813,1.087938723
Q9QXY1,,7336,20.33,0.737773813,0.737773813,1.087938723
Q9R088,,5652,30.22,0.611740716,0.611740716,0.95827202
A2ACG1,,3479,34.3,0.972000554,0.972000554,1.027266884
Q62440,,1677,37.91,0.633723273,0.633723273,1.038939898
Q62440,,2153,36.82,0.633723273,0.633723273,1.038939898
Q9WVB3,,3974,33.45,0.970265663,0.970265663,0.998086735
Q8C0V0,,7431,12.23,0.777603647,0.777603647,1.021154688
O55047,,2787,35.58,0.93115103,0.93115103,1.013878631
Q62381,,2227,36.66,0.147243533,0.147243533,1.609311247
P26039,,2250,36.62,0.105994494,0.105994494,0.870810753
Q9EQU3,,5653,30.22,0.065650749,0.065650749,0.612661672
Q61663,Homeobox,2903,35.34,0.324414269,0.324414269,Inf
Q61663,Homeobox,2903,35.34,0.324414269,0.773633283,Inf
Q61663,Homeobox,2903,35.34,0.773633283,0.324414269,Inf
Q61663,Homeobox,2903,35.34,0.773633283,0.773633283,Inf
Q8BJZ3,,784,41.19,0.521012652,0.521012652,0.925587918
Q8R4P5,,1275,39.05,0.258829477,0.258829477,0.597750318
Q8R4P5,,7174,23.71,0.258829477,0.258829477,0.597750318
Q7TN60,,5390,30.75,0.26168066,0.26168066,0.866610041
Q69ZZ6,,1879,37.42,0.994923063,0.994923063,0.997103516
Q69ZZ6,,6506,27.88,0.994923063,0.994923063,0.997103516
Q69ZZ6,,6719,26.96,0.994923063,0.994923063,0.997103516
Q80W04,,2910,35.34,0.864679461,0.864679461,1.008761352
Q80W04,,6605,27.41,0.864679461,0.864679461,1.008761352
Q8R310,,3568,34.12,0.983298314,0.983298314,1.000666263
Q91WU4,,4478,32.54,0.898479337,0.898479337,0.976094716
Q3UHI4,,4648,32.22,0.318612009,0.318612009,1.083962502
Q6PFE7,,3934,33.52,0.389157586,0.389157586,1.068283363
Q3UF25,,3660,33.97,0.609678231,0.609678231,0.953097843
Q8BGP5,,3102,34.99,0.903658488,0.903658488,1.008718893
Q6IEE6,,6854,26.2,0.423637308,0.423637308,1.087974623
Q8R0J4,,7065,24.84,0.814929713,0.814929713,1.02559935
Q68FE7,,5562,30.42,0.563279924,0.563279924,1.06546992
Q6F5E0,,4986,31.57,0.822883154,0.822883154,1.023015235
Q9JJB1,,4721,32.09,0.996380927,0.996380927,0.995401289
Q9DAM7,,1534,38.27,0.554161988,0.554161988,1.051918117
Q8VEK0,,6813,26.45,0.505009112,0.505009112,1.048630666
Q8VEK0,,6813,26.45,0.505009112,1,1.150763644
Q3TWL2,,6559,27.61,0.425204111,1.16E-80,Inf
Q3TWL2,,6559,27.61,0.425204111,0.425204111,0.93796904
Q7TQE6,,5318,30.92,0.736708697,0.736708697,0.977662172
Q91X86,,6173,28.85,0.914812026,0.914812026,1.014844746
B9EKI3,,7208,23.33,0.89358875,0.89358875,0.99002512
Q9JLH8,,4338,32.79,0.367896638,0.367896638,0.655440859
P69525,,3405,34.44,0.523204339,0.523204339,0.724804274
P69525,,5424,30.68,0.523204339,0.523204339,0.724804274
P69525,,6387,28.27,0.523204339,0.523204339,0.724804274
P69525,,7371,18.81,0.523204339,0.523204339,0.724804274
Q6ZWY8,,3245,34.75,0.68429782,0.68429782,0.964129257
Q6ZWY8,,4085,33.25,0.68429782,0.68429782,0.964129257
A2AF33,,1816,37.58,0.441645572,0.441645572,2.277992237
A2AF33,,2812,35.52,0.441645572,0.441645572,2.277992237
Q8BRH0,,1020,39.91,0.442649963,0.442649963,0.93491114
Q8BRH0,,3546,34.17,0.442649963,0.442649963,0.93491114
Q9JMG3,,709,41.55,0.715320718,0.715320718,0.961800058
Q9JMG3,,1916,37.35,0.715320718,0.715320718,0.961800058
Q3V209,,5495,30.55,0.834976242,0.834976242,1.015432385
Q9D710,,2471,36.16,0.976280919,0.976280919,0.998683558
Q61333,,4180,33.08,0.950630946,0.950630946,0.987155055
Q60769,,1325,38.89,0.911290499,0.911290499,1.015225172
Q60769,,3393,34.46,0.911290499,0.911290499,1.015225172
Q3TBL6,,4633,32.24,0.100048109,0.100048109,0.83136835
Q3TBL6,,4633,32.24,0.100048109,0.286043159,1.204103284
Q3TBL6,,4633,32.24,0.286043159,0.100048109,0.83136835
Q3TBL6,,4633,32.24,0.286043159,0.286043159,1.204103284
Q9ET35,,6627,27.33,0.203485138,0.203485138,0.74879121
Q8BX43,,6451,28.11,0.895596883,0.542361175,1.059950871
Q8BX43,,6451,28.11,0.895596883,0.895596883,1.010487765
Q9EPU5,,7081,24.69,0.168293499,0.168293499,1.109243279
Q60846,,6239,28.71,0.898014931,0.898014931,0.969155142
O35235,,5099,31.35,0.850825093,0.850825093,1.102674062
Q9WU72,,1176,39.4,0.269737918,0.269737918,1.633044932
Q9WU72,,1176,39.4,0.269737918,0.39536934,1.198926117
Q9WU72,,1176,39.4,0.39536934,0.269737918,1.633044932
Q9WU72,,1176,39.4,0.39536934,0.39536934,1.198926117
Q9WUU8,,5911,29.58,0.375369311,0.770235769,0.972052683
Q9WUU8,,5911,29.58,0.375369311,0.375369311,1.080101147
Q99JG7,,6033,29.24,0.794624333,0.794624333,0.976227216
Q99ML2,,7138,24.05,0.694622913,0.694622913,1.385723177
O54967,,34,50.18,0.96341662,0.96341662,1.000921043
Q6PFX9,,1049,39.83,0.292373267,0.292373267,1.081928781
Q6PFX9,,2178,36.77,0.292373267,0.292373267,1.081928781
Q6PFX9,,4646,32.22,0.292373267,0.292373267,1.081928781
Q6PFX9,,4771,32.01,0.292373267,0.292373267,1.081928781
Q80Z71,,1169,39.42,0.042454165,0.042454165,2.416733887
Q80Z71,,5433,30.66,0.042454165,0.042454165,2.416733887
P48787,,6368,28.32,0.605519254,0.605519254,1.139782909
O88346,,1742,37.72,0.904861809,0.904861809,1.020205348
O88346,,1773,37.66,0.904861809,0.904861809,1.020205348
O88346,,4225,33.01,0.904861809,0.904861809,1.020205348
P50752,,3304,34.63,0.484057053,0.484057053,0.909712319
P50752,,3999,33.41,0.484057053,0.484057053,0.909712319
P50752,,5478,30.58,0.484057053,0.484057053,0.909712319
Q9QZ47,,1726,37.75,0.023358823,0.023358823,0.13105403
Q9QZ47,,2031,37.11,0.023358823,0.023358823,0.13105403
Q9QZ47,,4724,32.08,0.023358823,0.023358823,0.13105403
Q9QZ47,,6382,28.28,0.023358823,0.023358823,0.13105403
Q8BFY9,,4273,32.91,0.94815682,0.94815682,1.017021015
Q99LG2,,4684,32.15,0.583957336,0.583957336,1.040983415
Q80WC3,,1859,37.45,0.56902982,0.56902982,1.043728723
Q80WC3,,4315,32.82,0.56902982,0.56902982,1.043728723
Q80WC3,,4398,32.68,0.56902982,0.56902982,1.043728723
Q80WC3,,4525,32.45,0.56902982,0.56902982,1.043728723
Q80WC3,,7363,19.17,0.56902982,0.56902982,1.043728723
Q8BKI2,,1323,38.89,0.576597665,0.576597665,1.041228997
Q8BKI2,,1577,38.17,0.576597665,0.576597665,1.041228997
Q8BKI2,,6304,28.51,0.576597665,0.576597665,1.041228997
Q3UHC0,,1830,37.56,0.198611952,0.198611952,1.103029181
Q3UHC0,,6677,27.15,0.198611952,0.198611952,1.103029181
E9Q0S6,,5376,30.78,0.732273034,0.732273034,1.028031525
Q8CGB6,,1158,39.45,0.490341449,0.490341449,1.060391898
Q8CGB6,,3412,34.43,0.490341449,0.490341449,1.060391898
Q5SSZ5,,1071,39.74,0.356028212,0.356028212,0.931953956
Q5SSZ5,,2557,35.99,0.356028212,0.356028212,0.931953956
Q8BZ33,,6958,25.55,0.51493881,0.51493881,1.235927769
Q923U0,,158,46.28,0.933487492,0.933487492,1.009964322
Q923U0,,158,46.28,0.933487492,0.381836226,1.099107045
Q923U0,,6185,28.83,0.933487492,0.933487492,1.009964322
Q923U0,,6185,28.83,0.933487492,0.381836226,1.099107045
O88746,,4167,33.1,0.933487492,0.933487492,1.009964322
O88746,,5209,31.16,0.933487492,0.933487492,1.009964322
Q923U0,,158,46.28,0.381836226,0.933487492,1.009964322
Q923U0,,158,46.28,0.381836226,0.381836226,1.099107045
Q923U0,,6185,28.83,0.381836226,0.933487492,1.009964322
Q923U0,,6185,28.83,0.381836226,0.381836226,1.099107045
Q9CYG7,,2729,35.68,0.380700174,0.380700174,1.084090703
Q9CZR3,,4378,32.72,0.751166926,0.751166926,0.974916867
Q9CZR3,,4378,32.72,0.751166926,0.896576772,0.988615052
Q9QYA2,,3566,34.13,0.751166926,0.751166926,0.974916867
Q9CZR3,,4378,32.72,0.896576772,0.751166926,0.974916867
Q9CZR3,,4378,32.72,0.896576772,0.896576772,0.988615052
Q9CQN3,,1737,37.73,0.243488493,0.243488493,0.91244226
Q9CZW5,,1505,38.38,0.607298384,0.607298384,1.038671044
Q9CZW5,,1505,38.38,0.607298384,1,1.150763644
Q04750,,189,45.87,0.403767868,0.403767868,1.06856175
Q01320,,3009,35.18,0.427634398,0.427634398,0.630670227
Q01320,,3009,35.18,0.427634398,1,1.150763644
Q01320,,5832,29.75,0.427634398,0.427634398,0.630670227
Q01320,,5832,29.75,0.427634398,1,1.150763644
Q64511,,5065,31.42,0.851931666,0.851931666,0.987929296
O70157,,3727,33.86,0.652533118,0.652533118,0.949291488
O70157,,3727,33.86,0.652533118,1,1.150763644
Q6ZQF0,,3920,33.54,0.519114119,0.519114119,0.94982794
Q6ZQF0,,7129,24.19,0.519114119,0.519114119,0.94982794
Q921T2,,88,47.69,0.539353071,0.710752533,0.968512519
Q921T2,,88,47.69,0.539353071,0.539353071,0.95093844
Q921T2,,4254,32.95,0.539353071,0.710752533,0.968512519
Q921T2,,4254,32.95,0.539353071,0.539353071,0.95093844
Q8BU11,HMG,1962,37.25,0.883435808,0.883435808,1.0115781
Q8BU11,HMG,1962,37.25,0.883435808,0.7871568,1.021346581
Q8BU11,HMG,6816,26.45,0.883435808,0.883435808,1.0115781
Q8BU11,HMG,6816,26.45,0.883435808,0.7871568,1.021346581
Q80W03,HMG,4249,32.96,0.883435808,0.883435808,1.0115781
Q80W03,HMG,4249,32.96,0.883435808,0.741812516,1.033012449
Q66JW3,HMG,4050,33.32,0.883435808,0.883435808,1.0115781
A2A472,HMG,322,44.42,0.883435808,0.883435808,1.0115781
A2A472,HMG,322,44.42,0.883435808,0.768797878,0.970184522
A2A472,HMG,4527,32.45,0.883435808,0.883435808,1.0115781
A2A472,HMG,4527,32.45,0.883435808,0.768797878,0.970184522
A2A472,HMG,4958,31.64,0.883435808,0.883435808,1.0115781
A2A472,HMG,4958,31.64,0.883435808,0.768797878,0.970184522
Q6VSS7,HMG,5160,31.25,0.883435808,,
Q6VSS7,HMG,5160,31.25,0.883435808,0.883435808,1.0115781
A2A472,HMG,322,44.42,0.768797878,0.883435808,1.0115781
A2A472,HMG,322,44.42,0.768797878,0.768797878,0.970184522
A2A472,HMG,4527,32.45,0.768797878,0.883435808,1.0115781
A2A472,HMG,4527,32.45,0.768797878,0.768797878,0.970184522
A2A472,HMG,4958,31.64,0.768797878,0.883435808,1.0115781
A2A472,HMG,4958,31.64,0.768797878,0.768797878,0.970184522
Q80W03,HMG,4249,32.96,0.741812516,0.883435808,1.0115781
Q80W03,HMG,4249,32.96,0.741812516,0.741812516,1.033012449
Q8BU11,HMG,1962,37.25,0.7871568,0.883435808,1.0115781
Q8BU11,HMG,1962,37.25,0.7871568,0.7871568,1.021346581
Q8BU11,HMG,6816,26.45,0.7871568,0.883435808,1.0115781
Q8BU11,HMG,6816,26.45,0.7871568,0.7871568,1.021346581
Q9Z0L0,,6866,26.18,0.546610058,0.886802373,0.7718373
Q9Z0L0,,6866,26.18,0.546610058,0.546610058,1.060789117
P13438,,631,42.04,,,
P13438,,2436,36.21,,,
Q9CQC0,,4082,33.25,,,
Q9EQJ0,,4914,31.73,0.817936807,0.817936807,1.015291202
Q9EQJ0,,6531,27.76,0.817936807,0.817936807,1.015291202
O54818,,6649,27.23,0.515930751,0.515930751,1.055560847
O54818,,6649,27.23,0.515930751,0.618739462,1.044334533
Q62393,,3827,33.67,0.515930751,0.515930751,1.055560847
Q62393,,5855,29.7,0.515930751,0.515930751,1.055560847
Q62393,,7206,23.35,0.515930751,0.515930751,1.055560847
O54818,,6649,27.23,0.618739462,0.515930751,1.055560847
O54818,,6649,27.23,0.618739462,0.618739462,1.044334533
Q8CGV2,,2221,36.67,0.088588515,0.088588515,2.911076592
P58771,,2578,35.95,0.059310036,0.059310036,1.147708721
P58771,,4585,32.33,0.059310036,0.059310036,1.147708721
P58771,,4817,31.92,0.059310036,0.059310036,1.147708721
Q6IRU2,,1312,38.92,0.454652368,0.454652368,0.873587226
Q6IRU2,,3936,33.52,0.454652368,0.454652368,0.873587226
Q64514,,6348,28.37,0.455263216,0.455263216,1.060670442
Q0P5Y3,,6014,29.29,0.793205406,0.793205406,1.025248825
Q0P5Y3,,6014,29.29,0.793205406,0.123384018,0
Q9CRB6,,6128,28.96,0.793205406,0.793205406,1.025248825
Q9CRB6,,6128,28.96,0.793205406,0.730507896,1.02243806
Q7TQD2,,192,45.83,0.793205406,0.793205406,1.025248825
Q7TQD2,,6554,27.67,0.793205406,0.793205406,1.025248825
Q0P5Y3,,6014,29.29,0.123384018,0.793205406,1.025248825
Q0P5Y3,,6014,29.29,0.123384018,0.123384018,0
Q9CRB6,,6128,28.96,0.730507896,0.793205406,1.025248825
Q9CRB6,,6128,28.96,0.730507896,0.730507896,1.02243806
F6ZDS4,,5165,31.24,0.724932746,0.724932746,1.029484318
P63028,,6841,26.29,0.9717301,0.9717301,1.006617159
Q6PFR5,,4942,31.67,0.278910594,0.278910594,1.09390801
Q6PFR5,,4942,31.67,0.278910594,1,1.150763644
Q6PFR5,,5216,31.15,0.278910594,0.278910594,1.09390801
Q6PFR5,,5216,31.15,0.278910594,1,1.150763644
P62996,,5692,30.13,0.652906433,0.652906433,1.050181864
P62996,,6656,27.2,0.652906433,0.652906433,1.050181864
Q8C0G2,,471,43.08,0.751992265,0.886802373,0.7718373
Q8C0G2,,471,43.08,0.751992265,0.751992265,1.025769269
Q8C0G2,,471,43.08,0.751992265,0.141748117,0.631942548
Q149C2,,1463,38.49,0.751992265,0.751992265,1.025769269
Q149C2,,1463,38.49,0.751992265,0.361490927,1.089727639
Q149C2,,1463,38.49,0.361490927,0.751992265,1.025769269
Q149C2,,1463,38.49,0.361490927,0.361490927,1.089727639
Q8C0G2,,471,43.08,0.141748117,0.886802373,0.7718373
Q8C0G2,,471,43.08,0.141748117,0.751992265,1.025769269
Q8C0G2,,471,43.08,0.141748117,0.141748117,0.631942548
Q9D9Z1,,6890,26.02,0.257123112,0.790302828,0.923440402
Q9D9Z1,,6890,26.02,0.257123112,0.257123112,0.878912217
Q8QZR0,,698,41.61,0.924778909,0.924778909,0.994953185
Q8QZR0,,698,41.61,0.924778909,0.750542643,0.969866953
Q91V04,,4380,32.71,0.924778909,0.924778909,0.994953185
O09000,,6990,25.4,0.924778909,0.94472392,0.995175287
O09000,,6990,25.4,0.924778909,0.219054421,0.885107566
O09000,,6990,25.4,0.924778909,0.924778909,0.994953185
Q8QZR0,,698,41.61,0.750542643,0.924778909,0.994953185
Q8QZR0,,698,41.61,0.750542643,0.750542643,0.969866953
P19473,,5273,31.01,0.953381515,0.953381515,1.002544845
P19473,,5273,31.01,0.953381515,0.989537401,0.745125041
P19473,,5273,31.01,0.953381515,1,1.150763644
P19473,,6743,26.81,0.953381515,0.953381515,1.002544845
P19473,,6743,26.81,0.953381515,0.989537401,0.745125041
P19473,,6743,26.81,0.953381515,1,1.150763644
P19473,,5273,31.01,0.989537401,0.953381515,1.002544845
P19473,,5273,31.01,0.989537401,0.989537401,0.745125041
P19473,,5273,31.01,0.989537401,1,1.150763644
P19473,,6743,26.81,0.989537401,0.953381515,1.002544845
P19473,,6743,26.81,0.989537401,0.989537401,0.745125041
P19473,,6743,26.81,0.989537401,1,1.150763644
Q58Y74,,2056,37.04,,,
Q3LRV9,,6817,26.45,0.749312266,0.749312266,0.779523854
Q8BXJ2,,3148,34.92,0.826792674,0.826792674,0.975179571
Q8BXJ2,,3591,34.09,0.826792674,0.826792674,0.975179571
Q8BXJ2,,4012,33.38,0.826792674,0.826792674,0.975179571
Q8BXJ2,,5020,31.5,0.826792674,0.826792674,0.975179571
Q8BXJ2,,5451,30.63,0.826792674,0.826792674,0.975179571
Q8BXJ2,,6546,27.71,0.826792674,0.826792674,0.975179571
Q91XB0,,3642,34.01,0.73841656,0.73841656,0.969196588
P70371,,193,45.82,0.072294871,0.88397613,1.018580738
P70371,,193,45.82,0.072294871,0.072294871,0.682420266
P70371,,3905,33.57,0.072294871,0.88397613,1.018580738
P70371,,3905,33.57,0.072294871,0.072294871,0.682420266
O35144,,4524,32.46,0.072294871,0.971690402,0.997776868
O35144,,4524,32.46,0.072294871,0.072294871,0.682420266
O35144,,4804,31.95,0.072294871,0.971690402,0.997776868
O35144,,4804,31.95,0.072294871,0.072294871,0.682420266
O35144,,7035,25.06,0.072294871,0.971690402,0.997776868
O35144,,7035,25.06,0.072294871,0.072294871,0.682420266
Q6SJ95,,7051,24.96,0.072294871,0.165625457,1.142333495
Q6SJ95,,7051,24.96,0.072294871,,
Q6SJ95,,7051,24.96,0.072294871,0.072294871,0.682420266
Q8K4K3,,2083,36.99,0.01278934,0.01278934,1.305821535
Q8K4K2,,271,44.8,0.934235885,0.934235885,0.975281828
Q8K4K2,,5802,29.85,0.934235885,0.934235885,0.975281828
Q9DBY4,,7195,23.45,0.278286906,0.278286906,1.119640552
Q64127,,1748,37.71,0.786375147,0.786375147,0.974402082
Q64127,,1748,37.71,0.786375147,1,1.150763644
Q64127,,6455,28.09,0.786375147,0.786375147,0.974402082
Q64127,,6455,28.09,0.786375147,1,1.150763644
Q8CH72,,1145,39.49,0.748643484,0.748643484,1.019705574
Q99PP7,,2061,37.03,0.291880304,0.291880304,1.086946113
Q9QXA7,,6308,28.5,0.861985332,0.861985332,1.012645641
Q9QXA7,,6896,25.99,0.861985332,0.861985332,1.012645641
Q9ERP3,,4465,32.56,0.292758143,0.292758143,0.42517092
Q99KW3,,4908,31.74,0.252048869,0.252048869,0.897901994
Q8CJ53,,773,41.24,0.971248379,0.971248379,0.995969987
Q8CJ53,,5465,30.61,0.971248379,0.971248379,0.995969987
Q8CJ53,,5925,29.56,0.971248379,0.971248379,0.995969987
Q80UN9,,3238,34.77,0.852746662,0.852746662,1.024966506
Q9DAT5,,3174,34.88,0.80194806,0.80194806,0.984240675
Q9DAT5,,3174,34.88,0.80194806,0.656348212,0.956678043
Q8C1Z8,,1861,37.45,0.535888004,0.535888004,0.928392154
